name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
Fall Line,https://www.mountainproject.com/route/106493668/fall-line,3.9,Sport,5.12b,1,80.0,38.05824000000001,-81.06217,44,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,9a) Fern Creek Falls,12.0,
The Land Before Time,https://www.mountainproject.com/route/107799483/the-land-before-time,3.0,Sport,5.12d,1,60.0,38.05824000000001,-81.06217,1,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,9a) Fern Creek Falls,12.0,
My Stinking Brain,https://www.mountainproject.com/route/107877940/my-stinking-brain,3.0,Sport,5.13a,1,60.0,38.0657,-81.07019,2,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,2) Monolith Wall,13.0,
Welcome to Conditioning,https://www.mountainproject.com/route/107331686/welcome-to-conditioning,4.0,Sport,5.12d,1,40.0,38.06357,-81.06849,8,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,4) Just Send It Wall,12.0,
Just Send It,https://www.mountainproject.com/route/107640747/just-send-it,4.0,Sport,5.13b,1,60.0,38.06357,-81.06849,4,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,4) Just Send It Wall,13.0,
Quickie in the Molar,https://www.mountainproject.com/route/107151664/quickie-in-the-molar,2.0,Sport,5.12a,1,60.0,38.06305,-81.06778,3,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,5) Wild Seed Area,12.0,
Arbor Day,https://www.mountainproject.com/route/107339878/arbor-day,2.7,Sport,5.12a PG13,1,60.0,38.06305,-81.06778,10,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,5) Wild Seed Area,12.0,PG13
Fly Girls,https://www.mountainproject.com/route/106209644/fly-girls,2.4,Sport,5.12a,1,60.0,38.06305,-81.06778,35,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,5) Wild Seed Area,12.0,
Foutre la Doigt,https://www.mountainproject.com/route/113599121/foutre-la-doigt,2.0,Sport,5.12b,1,50.0,38.06305,-81.06778,1,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,5) Wild Seed Area,12.0,
Total Sex Package,https://www.mountainproject.com/route/113574133/total-sex-package,2.0,Sport,5.12a,1,70.0,38.06056,-81.06663,2,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,7) Orchard Wall,12.0,
Portly Gentleman's Route,https://www.mountainproject.com/route/106719993/portly-gentlemans-route,4.0,Trad,5.12c,1,70.0,38.06056,-81.06663,5,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,7) Orchard Wall,12.0,
Morning Dew,https://www.mountainproject.com/route/106193745/morning-dew,2.7,Sport,5.12a,1,70.0,38.05999,-81.06543,34,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,8) Ritz Cracker Area,12.0,
Jug Rash,https://www.mountainproject.com/route/108318187/jug-rash,3.8,Trad,5.12b,1,70.0,38.05999,-81.06543,4,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,8) Ritz Cracker Area,12.0,
Bosnian Vacation,https://www.mountainproject.com/route/115963368/bosnian-vacation,3.0,Sport,5.12d,1,90.0,38.06369,-81.06911,1,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,3) Workmen's Buttress,12.0,
Tongue-in-Groove,https://www.mountainproject.com/route/106209660/tongue-in-groove,3.0,Sport,5.12a,1,50.0,38.06239,-81.06756999999998,5,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,6) Thieves Area,12.0,
The Brawn Wall,https://www.mountainproject.com/route/108130719/the-brawn-wall,3.0,Trad,5.12a,1,90.0,38.06239,-81.06756999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,6) Thieves Area,12.0,
Thieves in the Temple,https://www.mountainproject.com/route/108938433/thieves-in-the-temple,3.9,Sport,5.12,1,80.0,38.06239,-81.06756999999998,13,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,6) Thieves Area,12.0,
Use Your Power,https://www.mountainproject.com/route/114470499/use-your-power,0.0,Sport,5.12d,1,60.0,38.06239,-81.06756999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Fern Buttress,6) Thieves Area,12.0,
Plastic Attraction,https://www.mountainproject.com/route/106270989/plastic-attraction,2.3,Sport,5.12a,1,50.0,38.04972,-81.02993000000002,4,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,8) Ram's Head,12.0,
L.S.D.,https://www.mountainproject.com/route/112832016/lsd,3.0,Trad,5.12a,1,80.0,38.05053,-81.03102,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
The Beast in Me,https://www.mountainproject.com/route/109969497/the-beast-in-me,4.0,Trad,5.12a,1,70.0,38.05053,-81.03102,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
Backlash,https://www.mountainproject.com/route/106421433/backlash,1.5,Sport,5.12a,1,40.0,38.05053,-81.03102,8,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
Concertina,https://www.mountainproject.com/route/108341752/concertina,3.9,Sport,5.12a,1,80.0,38.05053,-81.03102,11,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
Loud Noise,https://www.mountainproject.com/route/107551019/loud-noise,2.5,Sport,5.12b,1,100.0,38.05053,-81.03102,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
Gun Club,https://www.mountainproject.com/route/108049258/gun-club,3.8,Sport,5.12c,1,80.0,38.05053,-81.03102,4,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,7) Thunder Buttress,12.0,
Chunky Monkey,https://www.mountainproject.com/route/106420011/chunky-monkey,3.9,Sport,5.12b,1,70.0,38.05452,-81.03345999999998,29,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,12.0,
Whiny Bugs,https://www.mountainproject.com/route/107859268/whiny-bugs,2.5,Sport,5.12b,1,70.0,38.05452,-81.03345999999998,4,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,12.0,
Mulatto Serpent,https://www.mountainproject.com/route/109107077/mulatto-serpent,3.0,Sport,5.12b,1,70.0,38.05452,-81.03345999999998,3,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,12.0,
Climax Control,https://www.mountainproject.com/route/113342241/climax-control,2.0,Sport,5.13b,1,,38.05452,-81.03345999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,13.0,
The Travisty,https://www.mountainproject.com/route/108053802/the-travisty,3.0,Sport,5.13c,1,70.0,38.05452,-81.03345999999998,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,13.0,
Mono Loco,https://www.mountainproject.com/route/112304190/mono-loco,3.0,Sport,5.14a,1,70.0,38.05452,-81.03345999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,14.0,
Super Whiny Bugs,https://www.mountainproject.com/route/113878185/super-whiny-bugs,3.0,Sport,5.14a,1,80.0,38.05452,-81.03345999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,3) The Brain,14.0,
Grace Note,https://www.mountainproject.com/route/106421437/grace-note,3.3,Sport,5.12b,1,80.0,38.05238,-81.03324,11,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,12.0,
Stuck in Another Direction,https://www.mountainproject.com/route/109114864/stuck-in-another-direction,3.0,Trad,5.12b,1,80.0,38.05238,-81.03324,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,12.0,
Chorus Line,https://www.mountainproject.com/route/108126425/chorus-line,3.9,Trad,5.12b/c,1,90.0,38.05238,-81.03324,8,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,12.0,
Blood Meridian,https://www.mountainproject.com/route/115461644/blood-meridian,4.0,Trad,5.12+,1,80.0,38.05238,-81.03324,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,12.0,
Ad Lib,https://www.mountainproject.com/route/116113036/ad-lib,4.0,Sport,5.12d,1,80.0,38.05238,-81.03324,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,12.0,
Ruchert Motion,https://www.mountainproject.com/route/108103364/ruchert-motion,3.0,Sport,5.13a,1,70.0,38.05238,-81.03324,3,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,13.0,
The Sportster,https://www.mountainproject.com/route/107551000/the-sportster,4.0,Sport,5.13b,1,80.0,38.05238,-81.03324,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,5) Burning Buttress,13.0,
European Vacation,https://www.mountainproject.com/route/105967025/european-vacation,2.4,Sport,5.12b,1,35.0,38.05531,-81.0362,20,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,12.0,
Zelda,https://www.mountainproject.com/route/106961486/zelda,2.5,Sport,5.13a,1,50.0,38.05531,-81.0362,4,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,13.0,
Donkey Kong,https://www.mountainproject.com/route/113122022/donkey-kong,3.0,Sport,5.13a,1,50.0,38.05531,-81.0362,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,13.0,
Super Mario,https://www.mountainproject.com/route/106216446/super-mario,3.7,Sport,5.13a,1,40.0,38.05531,-81.0362,10,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,13.0,
Tubin' Dudes,https://www.mountainproject.com/route/107359461/tubin-dudes,4.0,Sport,5.13b,1,50.0,38.05531,-81.0362,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,13.0,
Leap of Faith,https://www.mountainproject.com/route/106216459/leap-of-faith,3.0,Sport,5.13c,1,50.0,38.05531,-81.0362,2,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,1) Super Mario Boulder,13.0,
Genocide,https://www.mountainproject.com/route/107768354/genocide,4.0,Trad,5.12a PG13,1,90.0,38.05372,-81.03333,3,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,4) Genocide Cave,12.0,PG13
Green Envy,https://www.mountainproject.com/route/107257287/green-envy,3.8,Sport,5.12c,1,70.0,38.05372,-81.03333,12,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,4) Genocide Cave,12.0,
Mongoloid,https://www.mountainproject.com/route/114290350/mongoloid,2.0,Sport,5.12d,1,30.0,38.05372,-81.03333,1,West Virginia,The New River Gorge,New River Gorge Proper,Beauty Mountain,4) Genocide Cave,12.0,
Yowsah,https://www.mountainproject.com/route/106019602/yowsah,3.1,Sport,5.12a/b,1,60.0,38.0449,-81.06560999999998,34,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,12.0,
Skull Fuck,https://www.mountainproject.com/route/106703828/skull-fuck,3.5,Sport,5.12c,1,60.0,38.0449,-81.06560999999998,24,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,12.0,
Lactic Acid Bath,https://www.mountainproject.com/route/105944388/lactic-acid-bath,3.9,Sport,5.12d,1,70.0,38.0449,-81.06560999999998,38,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,12.0,
Mojo Hand,https://www.mountainproject.com/route/109115293/mojo-hand,3.0,Sport,5.12d,1,50.0,38.0449,-81.06560999999998,3,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,12.0,
Devil Doll,https://www.mountainproject.com/route/106703837/devil-doll,3.8,Sport,5.12d,1,60.0,38.0449,-81.06560999999998,11,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,12.0,
Skull Fuck Direct Finish,https://www.mountainproject.com/route/109419920/skull-fuck-direct-finish,3.0,Sport,5.13a,1,70.0,38.0449,-81.06560999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
Blood Raid,https://www.mountainproject.com/route/105970375/blood-raid,3.8,Sport,5.13a,1,60.0,38.0449,-81.06560999999998,21,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
Massacre,https://www.mountainproject.com/route/105989369/massacre,4.0,Sport,5.13a,1,75.0,38.0449,-81.06560999999998,2,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
Against the Grain,https://www.mountainproject.com/route/111029418/against-the-grain,2.0,Sport,5.13b,1,,38.0449,-81.06560999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
Bloody Mushroom Stamp,https://www.mountainproject.com/route/110215859/bloody-mushroom-stamp,3.0,Sport,5.13b,1,60.0,38.0449,-81.06560999999998,2,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
In the Flat Field,https://www.mountainproject.com/route/109115493/in-the-flat-field,3.5,Sport,5.13c,1,70.0,38.0449,-81.06560999999998,2,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,The Glory Hole,13.0,
Lost Souls,https://www.mountainproject.com/route/106895203/lost-souls,3.5,Sport,5.12a,1,60.0,38.05092,-81.07276,149,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Butcher's Branch,12.0,
Control,https://www.mountainproject.com/route/107147169/control,2.8,Sport,5.12a,1,70.0,38.05092,-81.07276,30,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Butcher's Branch,12.0,
Ministry,https://www.mountainproject.com/route/106014424/ministry,2.3,Sport,5.12b,1,55.0,38.05092,-81.07276,31,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Butcher's Branch,12.0,
Kaos,https://www.mountainproject.com/route/106014417/kaos,2.5,Sport,5.12c,1,45.0,38.05092,-81.07276,19,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Butcher's Branch,12.0,
The World's Hardest Five Twelve,https://www.mountainproject.com/route/107164374/the-worlds-hardest-five-twelve,3.4,Sport,5.12a,1,60.0,38.04588,-81.06645,23,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,12.0,
Tarbaby,https://www.mountainproject.com/route/108286513/tarbaby,3.1,Sport,5.12b,1,50.0,38.04588,-81.06645,11,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,12.0,
The Haulage,https://www.mountainproject.com/route/108231286/the-haulage,3.5,Sport,5.12c,1,70.0,38.04588,-81.06645,8,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,12.0,
The Tantrum,https://www.mountainproject.com/route/108242070/the-tantrum,3.6,Sport,5.12d,1,60.0,38.04588,-81.06645,5,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,12.0,
Sanctified,https://www.mountainproject.com/route/107652860/sanctified,4.0,Sport,5.12d,1,90.0,38.04588,-81.06645,6,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,12.0,
Leather Nun,https://www.mountainproject.com/route/111755178/leather-nun,3.0,Sport,5.13c,1,80.0,38.04588,-81.06645,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,First Buttress,13.0,
Louisiana Lou and the Tickler of Poon,https://www.mountainproject.com/route/112850468/louisiana-lou-and-the-tickler-of-poon,3.0,Trad,5.12a,1,90.0,38.04717,-81.06756999999998,2,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,12.0,
Preparation H,https://www.mountainproject.com/route/106886952/preparation-h,3.5,Sport,5.12a,1,70.0,38.04717,-81.06756999999998,49,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,12.0,
Pockets of Resistance,https://www.mountainproject.com/route/106019664/pockets-of-resistance,2.9,Sport,5.12a,1,40.0,38.04717,-81.06756999999998,95,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,12.0,
Coal Miner's Tale,https://www.mountainproject.com/route/114429100/coal-miners-tale,2.0,Sport,5.12b,1,100.0,38.04717,-81.06756999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,12.0,
Uninflatable Ewe,https://www.mountainproject.com/route/115406036/uninflatable-ewe,3.0,Sport,5.12b,1,70.0,38.04717,-81.06756999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,12.0,
Trouble in Paradise,https://www.mountainproject.com/route/113113629/trouble-in-paradise,3.0,Sport,5.13a,1,60.0,38.04717,-81.06756999999998,1,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,13.0,
Nude Brute,https://www.mountainproject.com/route/106886964/nude-brute,3.0,Sport,5.13b,1,60.0,38.04717,-81.06756999999998,3,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Rico Suave Buttress,13.0,
S.L.A.P.,https://www.mountainproject.com/route/106418988/slap,2.0,Sport,5.12a,1,40.0,38.04821,-81.06854,5,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Fire and Ice Buttress,12.0,
Carolina Crocker and the Tipple of  Doom,https://www.mountainproject.com/route/107634221/carolina-crocker-and-the-tipple-of-doom,3.3,Sport,5.12a,1,90.0,38.04821,-81.06854,12,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,Fire and Ice Buttress,12.0,
Dining at the Altar,https://www.mountainproject.com/route/106418999/dining-at-the-altar,3.6,Sport,5.12a,1,80.0,38.04953,-81.0704,53,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,White Wall,12.0,
Thunderstruck,https://www.mountainproject.com/route/106820631/thunderstruck,3.9,Sport,5.12b,1,70.0,38.04953,-81.0704,64,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,White Wall,12.0,
Pettifogger,https://www.mountainproject.com/route/108079159/pettifogger,3.7,Sport,5.12c,1,70.0,38.04953,-81.0704,43,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,White Wall,12.0,
Shang,https://www.mountainproject.com/route/108287221/shang,2.9,Sport,5.12c,1,80.0,38.04953,-81.0704,14,West Virginia,The New River Gorge,New River Gorge Proper,Kaymoor,White Wall,12.0,
